Trinere	['singer']	Trinere Veronica Farrington (born November 29, 1964 in Miami, Florida), better known as Trinere, is an American singer, songwriter and recording artist who had several major dance hits in the 1980s and early '90s and who was very influential in the freestyle music genre.
Pic Bayle	['mountain', 'summit']	Pic Bayle is a summit in the Dauphiné Alps, culminating at a height of 3,465 m (11,368 ft), the highest point of the Massif des Grandes Rousses.
Adelard of Bath	['astronomer', 'writer', 'astrologer', 'mathematician', 'translator', 'philosopher']	Adelard of Bath (Latin: Adelardus Bathensis; c.
Rufous-vented whitetip	['taxon']	The rufous-vented whitetip (Urosticte ruficrissa) is a species of hummingbird in the family Trochilidae.
2007 Denver Broncos season	['American football team season']	The 2007 Denver Broncos season was the 48th season for the team in the National Football League.
Matt Riser	['baseball player']	Matt Riser is an American college baseball coach, currently serving as head coach of the Southeastern Louisiana Lions baseball program.
Tritonia gracilis	['taxon']	Tritonia gracilis is a species of dendronotid nudibranch.
Phyllonorycter cerisolella	['taxon']	Phyllonorycter cerisolella is a moth of the family Gracillariidae.
Koumpiodontosuchus	['fossil taxon']	Koumpiodontosuchus is an extinct genus of neosuchian crocodyliform that lived in the Early Cretaceous.
Pisaster ochraceus	['taxon']	Pisaster ochraceus, generally known as the purple sea star, ochre sea star, or ochre starfish, is a common starfish found among the waters of the Pacific Ocean.
Ross MacLachlan	['singer', 'pianist']	Ross MacLachlan (born 1957) is an accomplished pianist living in Eastern Ontario near Kingston.
KaʼKabish	['human settlement']	KaʼKabish is an archaeological site in the Orange Walk District of Belize, Central America, located near the Maya sites of Lamanai, El Pozito, and Blue Creek.
Physa	['taxon']	Physa is a genus of small, left-handed or sinistral, air-breathing freshwater snails, aquatic pulmonate gastropod mollusks in the family Physidae.
Silver-tipped imperial pigeon	['taxon']	The silver-tipped imperial pigeon (Ducula luctuosa), also known as the white-tipped imperial-pigeon, is a relatively large species of bird in the family Columbidae.
Divine Word Hospital	['architectural structure']	The Divine Word Hospital also known as Saint Arnold Medical Mission, Inc.
Piophilini	['taxon']	Piophilini is a tribe of small two-winged flies which includes the species known as the cheese fly.
377th Air Base Wing	['military unit']	The 377th Air Base Wing is a wing of the United States Air Force based at Kirtland Air Force Base, New Mexico.
Vladimir Lurasov	['skipper']	Vladimir Lurasov (Владимир Елевич) was a sailor from Russia, who represented his country at the 1912 Summer Olympics in Nynäshamn, Sweden in the 8 Metre.
Fletcher Hodges Jr.	['musicologist']	Fletcher Hodges Jr.
Edward Tuck	['businessperson', 'diplomat']	Edward Tuck (August 24, 1842 – April 30, 1938) was an American banker, diplomat, and philanthropist.
University of Eastern Africa, Baraton	['university']	The University of Eastern Africa, Baraton (UEAB) is a private coeducational Seventh-day Adventist university located in Baraton, about 50 km from Eldoret Kenya.
Stânceni	['commune of Romania']	Stânceni (Hungarian: Gödemesterháza, Hungarian pronunciation: [ˈɡødɛmɛʃtɛrhaːzɒ]) is a commune in Mureș County, Romania that is composed of three villages: Ciobotani (Csobotány), Meștera (Mesterháza) and Stânceni.
Dimelo	['single']	"Dimelo" is a song by British group Rak-Su, released as their winner's single after their victory on fourteenth series of The X Factor.
Alfred Sully	['military officer', 'painter']	Alfred Sully (May 22, 1820 – April 27, 1879), was a military officer during the American Civil War and during the Indian Wars on the frontier.
Myrmecaelurinae	['taxon']	Myrmecaelurinae is a subfamily of Myrmeleontidae, the antlions.
RAD140	['chemical compound']	RAD140 is an investigational selective androgen receptor modulator (SARM) for the treatment of conditions such as muscle wasting and breast cancer, currently under development by Radius Health, Inc.
Shannon Harrington	['actor', 'television actor', 'film actor']	Shannon Harrington (born 2004) is an American actress and singer who is best known for playing Susan Waverly in two consecutive Broadway National Tours of Irving Berlin's White Christmas, performing in several Off-Broadway plays and being featured in Verizon Fios' National "Half house" television commercial.
Southern chimaera	['taxon']	The southern chimaera (Chimaera fulva) is a chimaera species in the family Chimaeridae.
Emmons Glacier	['glacier']	Emmons Glacier is on the northeast flank of Mount Rainier, in Washington.
1951 in art	['events in a specific year or time period']	The year 1951 in art involved some significant events and new works.
Durreen Shahnaz	['businessperson']	Durreen Shahnaz (born April 24, 1968) is a Bangladeshi American entrepreneur, professor, and speaker.
John, Prince of Antioch	['politician']	John, Prince of Antioch (1431–1457), was the second son of Infante Peter, Duke of Coimbra, and Isabella of Urgell, Duchess of Coimbra.
Albert Rothenberg	['psychiatrist']	Albert Rothenberg (born June 2, 1930) is an American psychiatrist who has carried out long term research on the creative process in literature, art, science and psychotherapy.
Re-Union	['musical group']	Re-Union were a short-lived Dutch-Italian musical duo, set up in late 2003 in order to take part in the Dutch Eurovision Song Contest selection in 2004.
Kvitsøy	['municipality of Norway']	Kvitsøy is an island municipality in Rogaland county, Norway.
Julius Axelrod	['scientist', 'chemist', 'pharmacologist', 'biochemist', 'neuroscientist']	Julius Axelrod (May 30, 1912 – December 29, 2004) was an American biochemist.
Cupsogue Beach County Park	['county park']	Cupsogue Beach County Park is a 296-acre (1.
Nancy Saitta	['judge', 'lawyer']	Nancy Saitta was an Associate Justice of the Nevada Supreme Court from Las Vegas, Nevada.
Governor of Sakarya	['Wikimedia list article']	The Governor of Sakarya (Turkish: Sakarya Valiliği) is the bureaucratic state official responsible for both national government and state affairs in the Province of Sakarya.
Antonino Rocca	['actor', 'film actor', 'professional wrestler', 'amateur wrestler']	Antonino Rocca (born Antonino Biasetton, 13 April 1921 – 15 March 1977) was an Italian Argentinian professional wrestler.
Mahoe	['Wikimedia disambiguation page']	Mahoe is a common name for several plants and may refer to:  Alectryon macrococcus, or ʻalaʻalahua, a species of tree in the soapberry family endemic to Hawaii Melicytus ramiflorus, a tree endemic to New Zealand Other Melicytus trees in New Zealand Talipariti elatum, or blue mahoe, a species of tree in the mallow family native to the Caribbean.
Coefficient of restitution	['coefficient']	The coefficient of restitution (COR), also denoted by (e), is the ratio of the final to initial relative velocity between two objects after they collide.
Daniel Anwuli	['chess player']	Daniel Anwuli (born 2 May 1997) is a Nigerian chess player.
Bayern mobil	['radio station']	Bayern mobil was a German, public radio station owned and operated by the Bayerischer Rundfunk (BR) which was on-air from 1 January 1998 to 31 August 2008 as part of the DAB pilot project in Bavaria.
Nene Whitewater Centre	['Artificial whitewater']	The Nene Whitewater Centre was the UK's first pumped artificial whitewater course.
Omalisus	['taxon']	Omalisus is a genus of beetle belonging to the family Omalisidae.
Talara rufibasis	['taxon']	Talara rufibasis is a moth in the subfamily Arctiinae.
GeForce Now	['subscription service']	GeForce Now is a brand used by three cloud gaming services offered by Nvidia.
Eucalyptus tephrodes	['taxon']	Eucalyptus tephrodes is a tree that is native to Western Australia.
Colon cleansing	['alternative medical treatment']	Colon cleansing (also known as colon therapy) encompasses a number of alternative medical therapies claimed to remove nonspecific toxins from the colon and intestinal tract by removing any accumulations of feces.
Aarschotse Stadsbrouwerij	['brewery']	The Aarschotse Stadsbrouwerij ("Aarschot city brewery"), located in the city of Aarschot, Belgium, is an initiative of the city's governing body in collaboration with local brewing-enthusiasts.
2008 Chino Hills earthquake	['earthquake']	The 2008 Chino Hills earthquake occurred at 11:42:15 a.
McKinley Field	['airport']	McKinley Field (FAA LID: T30) is a public-use airport located four miles (6 km) south of the central business district of Pearsall, in Frio County, Texas, United States.
1931 Saint Mary's Gaels football team	['American football team season']	The 1931 Saint Mary's Gaels football team was an American football team that represented Saint Mary's College of California during the 1931 college football season.
Georges Wengler	['gymnast']	Georges Wengler (14 November 1918 – 10 May 2004) was a Luxembourgian gymnast.
South Carleton High School	['high school']	South Carleton High School is a high school situated in the southwestern sector of the city of Ottawa, in the town of Richmond, Ontario.
Terry Leibel	['journalist', 'equestrian']	Terry Leibel is a Canadian retired journalist and former member of the Canadian Equestrian Team.
Buronzo	['comune of Italy']	Buronzo is a comune (municipality) in the Province of Vercelli in the Italian region Piedmont, located about 60 kilometres (37 mi) northeast of Turin and about 20 kilometres (12 mi) northwest of Vercelli.
Arif Mammadov	['politician']	Arif Mammadov Ahmad oglu (Azerbaijani: Arif Məmmədov Əhməd oğlu) is an Azerbaijani politician who serves as the Director of State Civil Aviation Administration of Azerbaijan Republic.
North Highland	['business']	North Highland is a worldwide, employee-owned management consulting firm established in 1992 and a founding member of Cordence Worldwide.
Drunk in Public	['live album']	Drunk in Public is the first CD released by American comedian Ron White.
Guarcino	['comune of Italy']	Guarcino is a comune (municipality) in the Province of Frosinone in the Italian region Lazio, located about 70 kilometres (43 mi) east of Rome and about 20 kilometres (12 mi) north of Frosinone in the Monti Ernici area.
Henry Augustus Pearson Torrey	['philosopher']	Henry Augustus Pearson Torrey (1837–1902) (also known as "HAP" or "Happy" Torrey)  was an American  professor of philosophy at the University of Vermont.
Roger Ward	['actor', 'television actor', 'film actor']	Roger Ward is an Australian actor, a pioneer of Australian film and television.
Lucky Fugitives	['film']	Lucky Fugitives is a 1936 Canadian drama film directed by Nick Grinde and starring David Manners, Maxine Doyle and Reginald Hincks.
Jag måste kyssa dig	['album']	Jag måste kyssa dig (I must kiss you) is the fourth studio album by Swedish singer/songwriter Nanne Grönvall, released in March 2007.
Haino Dam	['dam']	Haino Dam (灰野ダム, Haino damu) is a dam in Suzaka, Nagano Prefecture, Japan.
AZIN2	['gene']	Antizyme inhibitor 2 (AzI2) also known as  arginine decarboxylase (ADC) is an enzyme that in humans is encoded by the AZIN2 gene.
THIQ	['chemical compound']	THIQ is a drug used in scientific research, which is the first non-peptide agonist developed that is selective for the melanocortin receptor subtype MC4.
Amanita gilbertii	['taxon']	Amanita gilbertii  or Gilbert's limbed lepidella is a species of Amanita from France and Germany.
Cheb Aziz	['singer']	Cheb Aziz born Bechiri Boudjema (1968 – 20 September 1996) was an Algerian musician and performer.
Martin Billingsley	['calligrapher']	Martin Billingsley (1591–1622) was an English writing-master, a successor in giving advice on handwriting to Peter Bales.
Sarah Lihan	['sailor']	Sarah Lihan (born August 15, 1988) is an American sports sailor.
Caledonians	['tribe']	The Caledonians (; Latin: Caledones or Caledonii; Greek: Καληδῶνες, Kalēdōnes) or the Caledonian Confederacy were a Brittonic-speaking (Celtic) tribal confederacy in what is now Scotland during the Iron Age and Roman eras.
